,function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsinposition,yearsinprofession,age,cred1,cred2,highestdegree,inst1,inst2,inst3,inst4,inst5,instbudget,city,state,zip,country,category,instsize,insttype,median,mean,pop,b19013_001,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,value_for_owner-occupied_housing_units:__total:_,"value_for_owner-occupied_housing_units:__less_than_$10,000_","value_for_owner-occupied_housing_units:__$10,000_to_$14,999_","value_for_owner-occupied_housing_units:__$15,000_to_$19,999_","value_for_owner-occupied_housing_units:__$20,000_to_$24,999_","value_for_owner-occupied_housing_units:__$25,000_to_$29,999_","value_for_owner-occupied_housing_units:__$30,000_to_$34,999_","value_for_owner-occupied_housing_units:__$35,000_to_$39,999_","value_for_owner-occupied_housing_units:__$40,000_to_$49,999_","value_for_owner-occupied_housing_units:__$50,000_to_$59,999_","value_for_owner-occupied_housing_units:__$60,000_to_$69,999_","value_for_owner-occupied_housing_units:__$70,000_to_$79,999_","value_for_owner-occupied_housing_units:__$80,000_to_$89,999_","value_for_owner-occupied_housing_units:__$90,000_to_$99,999_","value_for_owner-occupied_housing_units:__$100,000_to_$124,999_","value_for_owner-occupied_housing_units:__$125,000_to_$149,999_","value_for_owner-occupied_housing_units:__$150,000_to_$174,999_","value_for_owner-occupied_housing_units:__$175,000_to_$199,999_","value_for_owner-occupied_housing_units:__$200,000_to_$249,999_","value_for_owner-occupied_housing_units:__$250,000_to_$299,999_","value_for_owner-occupied_housing_units:__$300,000_to_$399,999_","value_for_owner-occupied_housing_units:__$400,000_to_$499,999_","value_for_owner-occupied_housing_units:__$500,000_to_$749,999_","value_for_owner-occupied_housing_units:__$750,000_to_$999,999_","value_for_owner-occupied_housing_units:__$1,000,000_or_more_",sex_by_age:__male:_,sex_by_age:__male:_under_5_years_,sex_by_age:__male:_5_to_9_years_,sex_by_age:__male:_10_to_14_years_,sex_by_age:__male:_15_to_17_years_,sex_by_age:__male:_18_and_19_years_,sex_by_age:__male:_20_years_,sex_by_age:__male:_21_years_,sex_by_age:__male:_22_to_24_years_,sex_by_age:__male:_25_to_29_years_,sex_by_age:__male:_30_to_34_years_,sex_by_age:__male:_35_to_39_years_,sex_by_age:__male:_40_to_44_years_,sex_by_age:__male:_45_to_49_years_,sex_by_age:__male:_50_to_54_years_,sex_by_age:__male:_55_to_59_years_,sex_by_age:__male:_60_and_61_years_,sex_by_age:__male:_62_to_64_years_,sex_by_age:__male:_65_and_66_years_,sex_by_age:__male:_67_to_69_years_,sex_by_age:__male:_70_to_74_years_,sex_by_age:__male:_75_to_79_years_,sex_by_age:__male:_80_to_84_years_,sex_by_age:__male:_85_years_and_over_,sex_by_age:__female:_,sex_by_age:__female:_under_5_years_,sex_by_age:__female:_5_to_9_years_,sex_by_age:__female:_10_to_14_years_,sex_by_age:__female:_15_to_17_years_,sex_by_age:__female:_18_and_19_years_,sex_by_age:__female:_20_years_,sex_by_age:__female:_21_years_,sex_by_age:__female:_22_to_24_years_,sex_by_age:__female:_25_to_29_years_,sex_by_age:__female:_30_to_34_years_,sex_by_age:__female:_35_to_39_years_,sex_by_age:__female:_40_to_44_years_,sex_by_age:__female:_45_to_49_years_,sex_by_age:__female:_50_to_54_years_,sex_by_age:__female:_55_to_59_years_,sex_by_age:__female:_60_and_61_years_,sex_by_age:__female:_62_to_64_years_,sex_by_age:__female:_65_and_66_years_,sex_by_age:__female:_67_to_69_years_,sex_by_age:__female:_70_to_74_years_,sex_by_age:__female:_75_to_79_years_,sex_by_age:__female:_80_to_84_years_,sex_by_age:__female:_85_years_and_over_,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
1887,position17,2,0,0,30,0,52000.0,Woman,False,Caucasian,,,26.0,False,False,Master's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1894,position9,0,0,1,42,0,43576.0,Man,False,African American,,,,False,False,Master's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1895,position11,1,0,1,15,2,43000.0,Man,False,Caucasian,1.0,5.0,30.0,False,False,Bachelor's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1896,position11,1,0,0,3,10,43000.0,Woman,False,Caucasian,1.0,3.0,30.0,False,False,Master's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1897,position1,8,0,0,0,0,81072.0,Man,False,Caucasian,,,35.0,False,False,Master's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1898,position11,0,0,0,15,0,38000.0,Man,False,Caucasian,1.0,0.0,25.0,False,False,Master's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1892,position4,1,0,0,29,0,43000.0,Man,False,Caucasian,,,32.0,False,False,Bachelor's Degree,8,1,2,0,31,2352563.0,Northridge,CA,91330,United States,one,36164.0,Public Institution,"75,000","85,495","2,702",,0.0,35.13513514,100.0,64.86486486,35.71428571,64.86486486,4.498269896,10.0990099,0.0,100.0,900.0,20.65491184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,4.0,157.0,13.0,49.0,24.0,27.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,26.0,282.0,103.0,10.0,47.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.69430052,87.30569948,100.0,100.0
1886,position6,0,0,0,25,0,49000.0,Woman,False,Caucasian,4.0,4.0,36.0,False,False,Master's Degree,5,0,0,265,0,1100000.0,Los Angeles,CA,90045,United States,one,9492.0,Private Institution,"93,889","111,843","39,476",80311.0,5.943641961,6.053250397999999,94.05635804,93.94674959999999,53.50856421,49.91276644,5.612793122999999,5.037097148,3.67272252,46.39262841,1595.0,19.47198007,8203.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,28.0,7.0,16.0,10.0,13.0,58.0,50.0,125.0,333.0,295.0,3737.0,2404.0,1028.0,19564.0,1533.0,825.0,1223.0,431.0,1155.0,535.0,465.0,728.0,1648.0,1501.0,1312.0,1492.0,1300.0,1557.0,1052.0,388.0,477.0,255.0,339.0,450.0,323.0,218.0,357.0,20586.0,1043.0,1245.0,805.0,646.0,1737.0,580.0,638.0,709.0,1436.0,1482.0,1303.0,1513.0,1599.0,1474.0,1243.0,354.0,546.0,283.0,392.0,331.0,514.0,371.0,342.0,6.45675773,71.60509663,28.39490337,51.14804902,29.96196647
1885,position1,4,0,0,0,0,98000.0,Man,False,Caucasian,21.0,25.0,51.0,True,False,Master's Degree,5,0,0,265,0,1100000.0,Los Angeles,CA,90045,United States,one,9492.0,Private Institution,"93,889","111,843","39,476",80311.0,5.943641961,6.053250397999999,94.05635804,93.94674959999999,53.50856421,49.91276644,5.612793122999999,5.037097148,3.67272252,46.39262841,1595.0,19.47198007,8203.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,28.0,7.0,16.0,10.0,13.0,58.0,50.0,125.0,333.0,295.0,3737.0,2404.0,1028.0,19564.0,1533.0,825.0,1223.0,431.0,1155.0,535.0,465.0,728.0,1648.0,1501.0,1312.0,1492.0,1300.0,1557.0,1052.0,388.0,477.0,255.0,339.0,450.0,323.0,218.0,357.0,20586.0,1043.0,1245.0,805.0,646.0,1737.0,580.0,638.0,709.0,1436.0,1482.0,1303.0,1513.0,1599.0,1474.0,1243.0,354.0,546.0,283.0,392.0,331.0,514.0,371.0,342.0,6.45675773,71.60509663,28.39490337,51.14804902,29.96196647
1884,position15,1,0,0,175,0,49000.0,Woman,False,Asian American,2.0,2.0,26.0,False,False,Master's Degree,5,0,0,265,0,1100000.0,Los Angeles,CA,90045,United States,one,9492.0,Private Institution,"93,889","111,843","39,476",80311.0,5.943641961,6.053250397999999,94.05635804,93.94674959999999,53.50856421,49.91276644,5.612793122999999,5.037097148,3.67272252,46.39262841,1595.0,19.47198007,8203.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,28.0,7.0,16.0,10.0,13.0,58.0,50.0,125.0,333.0,295.0,3737.0,2404.0,1028.0,19564.0,1533.0,825.0,1223.0,431.0,1155.0,535.0,465.0,728.0,1648.0,1501.0,1312.0,1492.0,1300.0,1557.0,1052.0,388.0,477.0,255.0,339.0,450.0,323.0,218.0,357.0,20586.0,1043.0,1245.0,805.0,646.0,1737.0,580.0,638.0,709.0,1436.0,1482.0,1303.0,1513.0,1599.0,1474.0,1243.0,354.0,546.0,283.0,392.0,331.0,514.0,371.0,342.0,6.45675773,71.60509663,28.39490337,51.14804902,29.96196647
1883,position9,0,0,0,50,0,50000.0,Man,False,African American,10.0,15.0,36.0,False,False,Master's Degree,5,0,0,265,0,1100000.0,Los Angeles,CA,90045,United States,one,9492.0,Private Institution,"93,889","111,843","39,476",80311.0,5.943641961,6.053250397999999,94.05635804,93.94674959999999,53.50856421,49.91276644,5.612793122999999,5.037097148,3.67272252,46.39262841,1595.0,19.47198007,8203.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,28.0,7.0,16.0,10.0,13.0,58.0,50.0,125.0,333.0,295.0,3737.0,2404.0,1028.0,19564.0,1533.0,825.0,1223.0,431.0,1155.0,535.0,465.0,728.0,1648.0,1501.0,1312.0,1492.0,1300.0,1557.0,1052.0,388.0,477.0,255.0,339.0,450.0,323.0,218.0,357.0,20586.0,1043.0,1245.0,805.0,646.0,1737.0,580.0,638.0,709.0,1436.0,1482.0,1303.0,1513.0,1599.0,1474.0,1243.0,354.0,546.0,283.0,392.0,331.0,514.0,371.0,342.0,6.45675773,71.60509663,28.39490337,51.14804902,29.96196647
1882,position10,0,0,0,15,0,30000.0,Woman,False,African American,1.0,1.0,23.0,False,False,Bachelor's Degree,5,0,0,265,0,1100000.0,Los Angeles,CA,90045,United States,one,9492.0,Private Institution,"93,889","111,843","39,476",80311.0,5.943641961,6.053250397999999,94.05635804,93.94674959999999,53.50856421,49.91276644,5.612793122999999,5.037097148,3.67272252,46.39262841,1595.0,19.47198007,8203.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,28.0,7.0,16.0,10.0,13.0,58.0,50.0,125.0,333.0,295.0,3737.0,2404.0,1028.0,19564.0,1533.0,825.0,1223.0,431.0,1155.0,535.0,465.0,728.0,1648.0,1501.0,1312.0,1492.0,1300.0,1557.0,1052.0,388.0,477.0,255.0,339.0,450.0,323.0,218.0,357.0,20586.0,1043.0,1245.0,805.0,646.0,1737.0,580.0,638.0,709.0,1436.0,1482.0,1303.0,1513.0,1599.0,1474.0,1243.0,354.0,546.0,283.0,392.0,331.0,514.0,371.0,342.0,6.45675773,71.60509663,28.39490337,51.14804902,29.96196647
1874,position9,0,0,1,24,0,39717.0,Man,False,Caucasian,1.0,1.0,26.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,position10,0,0,0,0,0,30192.0,Man,False,Asian American,1.0,1.0,25.0,False,False,Bachelor's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,position1,6,14,5,136,5,80000.0,Woman,False,Caucasian,2.0,10.0,35.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,position6,0,0,1,62,5,39717.0,Man,False,Caucasian,2.0,2.0,27.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,position15,0,0,0,0,0,27000.0,,False,,,,,False,False,,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,position4,0,0,1,22,0,39717.0,Woman,False,Caucasian,1.0,3.0,27.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,position15,0,12,0,0,0,30192.0,Man,False,African American,1.0,1.0,50.0,False,False,No College Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,position21,0,0,2,40,0,39717.0,Man,False,Caucasian,1.0,1.0,25.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,position15,1,13,2,40,0,54000.0,Woman,False,Caucasian,2.0,2.0,35.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,position19,3,0,3,108,5,54000.0,Woman,False,African American,1.0,1.0,30.0,False,False,Master's Degree,7,14,5,136,5,6400445.0,Las Vegas,NV,89154,United States,one,27389.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,position1,8,14,0,133,24,83030.0,Man,False,Caucasian,3.0,25.0,54.0,False,False,Master's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,position4,0,0,0,32,0,45112.0,Man,False,Caucasian,4.0,4.0,31.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,position20,0,0,0,7,0,35427.0,Man,False,Hispanic,10.0,10.0,50.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,position21,0,0,0,1,5,43050.0,Woman,False,Hispanic,25.0,25.0,56.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,position10,0,0,0,1,0,52798.0,Woman,False,Caucasian,3.0,3.0,33.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,position10,0,0,0,15,0,22094.0,Man,False,Hispanic,4.0,4.0,27.0,False,False,No College Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,position13,4,1,0,101,24,56223.0,Man,False,Caucasian,2.0,16.0,43.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,position6,0,0,0,10,19,35207.0,Man,False,Asian American,4.0,4.0,31.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,position9,0,0,0,12,0,37340.0,Woman,False,Hispanic,15.0,16.0,47.0,False,False,Bachelor's Degree,8,1,0,133,24,1979429.0,Albuquerque,NM,87131,United States,one,29033.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,position9,0,0,1,20,0,52500.0,Woman,False,Caucasian,8.0,10.0,35.0,False,False,Master's Degree,1,0,1,20,0,65000.0,Lawrenceville,NJ,8648,United States,one,5485.0,Private Institution,"89,945","111,477","27,765",85380.0,7.268272764,8.865507777000001,92.73172724,91.13449222,54.98162515,47.32845379999999,5.569368473,4.34975917,3.7628775969999997,29.60537803,1256.0,24.37645706,8063.0,0.0,0.0,0.0,24.0,12.0,0.0,27.0,0.0,15.0,13.0,28.0,113.0,8.0,237.0,88.0,282.0,255.0,1319.0,1083.0,2091.0,1330.0,1031.0,72.0,35.0,14786.0,895.0,974.0,589.0,660.0,693.0,393.0,234.0,552.0,1259.0,740.0,1006.0,1158.0,1232.0,1180.0,925.0,274.0,257.0,309.0,450.0,272.0,422.0,164.0,148.0,16527.0,935.0,1090.0,920.0,417.0,686.0,432.0,429.0,688.0,807.0,1060.0,1201.0,1104.0,1235.0,1152.0,924.0,441.0,664.0,234.0,370.0,602.0,281.0,395.0,460.0,11.34738063,75.07843029,24.92156971,48.24535535,26.48186376
1858,position13,4,1,0,98,17,52300.0,Man,False,Caucasian,1.0,8.0,30.0,False,False,Master's Degree,13,4,0,289,43,1800000.0,Flagstaff,AZ,86011,United States,one,25991.0,Public Institution,"21,624","26,648","6,362",14583.0,3.55987055,0.0,96.44012945,100.0,11.65048544,36.75213675,7.719298246,19.04761905,51.72413793,100.0,759.0,5.971610377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,33.0,58.0,178.0,10.0,1230.0,244.0,230.0,262.0,156.0,98.0,0.0,20.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575.0,97.0,92.0,0.0,16.0,2177.0,321.0,252.0,269.0,144.0,84.0,22.0,82.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47851003,82.52148997,65.94827586,43.53448276
1853,position2,10,2,0,289,43,73100.0,,False,,,,,False,False,Master's Degree,13,4,0,289,43,1800000.0,Flagstaff,AZ,86011,United States,one,25991.0,Public Institution,"21,624","26,648","6,362",14583.0,3.55987055,0.0,96.44012945,100.0,11.65048544,36.75213675,7.719298246,19.04761905,51.72413793,100.0,759.0,5.971610377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,33.0,58.0,178.0,10.0,1230.0,244.0,230.0,262.0,156.0,98.0,0.0,20.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575.0,97.0,92.0,0.0,16.0,2177.0,321.0,252.0,269.0,144.0,84.0,22.0,82.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47851003,82.52148997,65.94827586,43.53448276
1854,position22,0,0,0,4,0,33300.0,Man,False,Caucasian,5.0,8.0,28.0,False,False,Bachelor's Degree,13,4,0,289,43,1800000.0,Flagstaff,AZ,86011,United States,one,25991.0,Public Institution,"21,624","26,648","6,362",14583.0,3.55987055,0.0,96.44012945,100.0,11.65048544,36.75213675,7.719298246,19.04761905,51.72413793,100.0,759.0,5.971610377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,33.0,58.0,178.0,10.0,1230.0,244.0,230.0,262.0,156.0,98.0,0.0,20.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575.0,97.0,92.0,0.0,16.0,2177.0,321.0,252.0,269.0,144.0,84.0,22.0,82.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47851003,82.52148997,65.94827586,43.53448276
