,Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State,Zip,country,Category,instSize,instType,Unnamed: 0,B19013_001,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,Value for Owner-Occupied Housing Units:  Total: ,"Value for Owner-Occupied Housing Units:  Less than $10,000 ","Value for Owner-Occupied Housing Units:  $10,000 to $14,999 ","Value for Owner-Occupied Housing Units:  $15,000 to $19,999 ","Value for Owner-Occupied Housing Units:  $20,000 to $24,999 ","Value for Owner-Occupied Housing Units:  $25,000 to $29,999 ","Value for Owner-Occupied Housing Units:  $30,000 to $34,999 ","Value for Owner-Occupied Housing Units:  $35,000 to $39,999 ","Value for Owner-Occupied Housing Units:  $40,000 to $49,999 ","Value for Owner-Occupied Housing Units:  $50,000 to $59,999 ","Value for Owner-Occupied Housing Units:  $60,000 to $69,999 ","Value for Owner-Occupied Housing Units:  $70,000 to $79,999 ","Value for Owner-Occupied Housing Units:  $80,000 to $89,999 ","Value for Owner-Occupied Housing Units:  $90,000 to $99,999 ","Value for Owner-Occupied Housing Units:  $100,000 to $124,999 ","Value for Owner-Occupied Housing Units:  $125,000 to $149,999 ","Value for Owner-Occupied Housing Units:  $150,000 to $174,999 ","Value for Owner-Occupied Housing Units:  $175,000 to $199,999 ","Value for Owner-Occupied Housing Units:  $200,000 to $249,999 ","Value for Owner-Occupied Housing Units:  $250,000 to $299,999 ","Value for Owner-Occupied Housing Units:  $300,000 to $399,999 ","Value for Owner-Occupied Housing Units:  $400,000 to $499,999 ","Value for Owner-Occupied Housing Units:  $500,000 to $749,999 ","Value for Owner-Occupied Housing Units:  $750,000 to $999,999 ","Value for Owner-Occupied Housing Units:  $1,000,000 or more ",Sex by Age:  Male: ,Sex by Age:  Male: Under 5 years ,Sex by Age:  Male: 5 to 9 years ,Sex by Age:  Male: 10 to 14 years ,Sex by Age:  Male: 15 to 17 years ,Sex by Age:  Male: 18 and 19 years ,Sex by Age:  Male: 20 years ,Sex by Age:  Male: 21 years ,Sex by Age:  Male: 22 to 24 years ,Sex by Age:  Male: 25 to 29 years ,Sex by Age:  Male: 30 to 34 years ,Sex by Age:  Male: 35 to 39 years ,Sex by Age:  Male: 40 to 44 years ,Sex by Age:  Male: 45 to 49 years ,Sex by Age:  Male: 50 to 54 years ,Sex by Age:  Male: 55 to 59 years ,Sex by Age:  Male: 60 and 61 years ,Sex by Age:  Male: 62 to 64 years ,Sex by Age:  Male: 65 and 66 years ,Sex by Age:  Male: 67 to 69 years ,Sex by Age:  Male: 70 to 74 years ,Sex by Age:  Male: 75 to 79 years ,Sex by Age:  Male: 80 to 84 years ,Sex by Age:  Male: 85 years and over ,Sex by Age:  Female: ,Sex by Age:  Female: Under 5 years ,Sex by Age:  Female: 5 to 9 years ,Sex by Age:  Female: 10 to 14 years ,Sex by Age:  Female: 15 to 17 years ,Sex by Age:  Female: 18 and 19 years ,Sex by Age:  Female: 20 years ,Sex by Age:  Female: 21 years ,Sex by Age:  Female: 22 to 24 years ,Sex by Age:  Female: 25 to 29 years ,Sex by Age:  Female: 30 to 34 years ,Sex by Age:  Female: 35 to 39 years ,Sex by Age:  Female: 40 to 44 years ,Sex by Age:  Female: 45 to 49 years ,Sex by Age:  Female: 50 to 54 years ,Sex by Age:  Female: 55 to 59 years ,Sex by Age:  Female: 60 and 61 years ,Sex by Age:  Female: 62 to 64 years ,Sex by Age:  Female: 65 and 66 years ,Sex by Age:  Female: 67 to 69 years ,Sex by Age:  Female: 70 to 74 years ,Sex by Age:  Female: 75 to 79 years ,Sex by Age:  Female: 80 to 84 years ,Sex by Age:  Female: 85 years and over ,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
140,position7,0,0,0,9,0,39000.0,Woman,False,Caucasian,1.0,2.0,27.0,False,False,Master's Degree,11,0,0,154,0,1300000.0,Washington,DC,20016,United States,one,12904.0,Private Institution,ZCTA5 20016,121445.0,3.7214137214137204,4.45801271328203,96.27858627858629,95.54198728671801,82.4948024948025,79.18200066912009,2.51911468812877,2.76898242999938,0.814344415390362,33.4180052297348,1659.0,17.0351302241066,8912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,43.0,31.0,0.0,29.0,147.0,206.0,352.0,913.0,544.0,1561.0,2498.0,2544.0,14819.0,930.0,883.0,517.0,265.0,1265.0,438.0,277.0,624.0,863.0,819.0,727.0,1241.0,957.0,900.0,787.0,508.0,531.0,250.0,378.0,633.0,397.0,266.0,363.0,18201.0,612.0,686.0,698.0,327.0,2001.0,600.0,685.0,636.0,1356.0,1021.0,864.0,1286.0,863.0,975.0,1229.0,641.0,631.0,338.0,430.0,732.0,508.0,427.0,655.0,4.9142173161324605,77.010708589656,22.989291410344,48.9157165213503,27.2300469483568
141,position15,0,0,0,15,0,26000.0,Woman,False,Caucasian,1.0,0.0,30.0,False,False,Bachelor's Degree,11,0,0,154,0,1300000.0,Washington,DC,20016,United States,one,12904.0,Private Institution,ZCTA5 20016,121445.0,3.7214137214137204,4.45801271328203,96.27858627858629,95.54198728671801,82.4948024948025,79.18200066912009,2.51911468812877,2.76898242999938,0.814344415390362,33.4180052297348,1659.0,17.0351302241066,8912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,43.0,31.0,0.0,29.0,147.0,206.0,352.0,913.0,544.0,1561.0,2498.0,2544.0,14819.0,930.0,883.0,517.0,265.0,1265.0,438.0,277.0,624.0,863.0,819.0,727.0,1241.0,957.0,900.0,787.0,508.0,531.0,250.0,378.0,633.0,397.0,266.0,363.0,18201.0,612.0,686.0,698.0,327.0,2001.0,600.0,685.0,636.0,1356.0,1021.0,864.0,1286.0,863.0,975.0,1229.0,641.0,631.0,338.0,430.0,732.0,508.0,427.0,655.0,4.9142173161324605,77.010708589656,22.989291410344,48.9157165213503,27.2300469483568
142,position15,0,0,0,30,0,26000.0,Woman,False,Caucasian,0.0,0.0,24.0,False,False,Bachelor's Degree,11,0,0,154,0,1300000.0,Washington,DC,20016,United States,one,12904.0,Private Institution,ZCTA5 20016,121445.0,3.7214137214137204,4.45801271328203,96.27858627858629,95.54198728671801,82.4948024948025,79.18200066912009,2.51911468812877,2.76898242999938,0.814344415390362,33.4180052297348,1659.0,17.0351302241066,8912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,43.0,31.0,0.0,29.0,147.0,206.0,352.0,913.0,544.0,1561.0,2498.0,2544.0,14819.0,930.0,883.0,517.0,265.0,1265.0,438.0,277.0,624.0,863.0,819.0,727.0,1241.0,957.0,900.0,787.0,508.0,531.0,250.0,378.0,633.0,397.0,266.0,363.0,18201.0,612.0,686.0,698.0,327.0,2001.0,600.0,685.0,636.0,1356.0,1021.0,864.0,1286.0,863.0,975.0,1229.0,641.0,631.0,338.0,430.0,732.0,508.0,427.0,655.0,4.9142173161324605,77.010708589656,22.989291410344,48.9157165213503,27.2300469483568
143,position15,0,0,0,15,0,26000.0,Woman,False,Caucasian,0.0,0.0,27.0,False,False,Bachelor's Degree,11,0,0,154,0,1300000.0,Washington,DC,20016,United States,one,12904.0,Private Institution,ZCTA5 20016,121445.0,3.7214137214137204,4.45801271328203,96.27858627858629,95.54198728671801,82.4948024948025,79.18200066912009,2.51911468812877,2.76898242999938,0.814344415390362,33.4180052297348,1659.0,17.0351302241066,8912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,43.0,31.0,0.0,29.0,147.0,206.0,352.0,913.0,544.0,1561.0,2498.0,2544.0,14819.0,930.0,883.0,517.0,265.0,1265.0,438.0,277.0,624.0,863.0,819.0,727.0,1241.0,957.0,900.0,787.0,508.0,531.0,250.0,378.0,633.0,397.0,266.0,363.0,18201.0,612.0,686.0,698.0,327.0,2001.0,600.0,685.0,636.0,1356.0,1021.0,864.0,1286.0,863.0,975.0,1229.0,641.0,631.0,338.0,430.0,732.0,508.0,427.0,655.0,4.9142173161324605,77.010708589656,22.989291410344,48.9157165213503,27.2300469483568
144,position27,0,0,3,35,0,47400.0,Woman,False,Caucasian,3.0,8.0,38.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,position20,0,0,0,45,0,43050.0,Man,False,Caucasian,3.0,5.0,33.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,position21,0,0,0,60,0,36420.0,Woman,False,Caucasian,4.0,4.0,54.0,False,False,Bachelor's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,position6,0,0,0,85,0,41500.0,Woman,False,Caucasian,1.0,4.0,29.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,position9,0,0,0,90,0,36050.0,Woman,False,Caucasian,1.0,2.0,24.0,False,False,Bachelor's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,position4,0,1,0,50,0,55375.0,Woman,False,Caucasian,6.0,12.0,58.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,position20,0,0,0,30,0,57260.0,Man,False,Caucasian,12.0,18.0,46.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,position11,3,0,0,100,2,47400.0,Woman,False,Caucasian,4.0,8.0,38.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,position15,0,2,0,25,0,41480.0,Man,False,Caucasian,5.0,5.0,36.0,False,False,Bachelor's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,position21,1,1,1,100,0,44075.0,Woman,False,Caucasian,4.0,8.0,30.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,position3,0,13,0,70,0,61650.0,Man,False,Caucasian,17.0,20.0,47.0,True,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,position1,11,13,4,730,2,99160.0,Man,False,Caucasian,19.0,26.0,54.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,position1,5,1,0,0,0,100972.0,Woman,False,Caucasian,9.0,29.0,55.0,True,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,position15,2,0,0,1,0,75922.0,Man,False,Caucasian,15.0,24.0,46.0,True,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,position4,1,1,1,40,0,53170.0,Man,False,Caucasian,14.0,14.0,42.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,position11,1,0,1,40,0,53097.0,Woman,False,Caucasian,13.0,15.0,38.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,position6,2,0,0,0,0,54000.0,Woman,False,Caucasian,1.0,8.0,30.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,position10,3,0,0,1,0,50212.0,Woman,False,Caucasian,2.0,2.0,33.0,False,False,Bachelor's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,position26,1,0,0,10,0,45000.0,Woman,False,Caucasian,1.0,2.0,32.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,position9,1,0,0,70,0,41808.0,Man,False,Caucasian,5.0,5.0,28.0,False,False,Bachelor's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,position6,0,0,0,35,0,33000.0,Woman,False,Caucasian,1.0,1.0,26.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,position15,0,0,0,40,0,33659.0,Man,False,African American,1.0,1.0,29.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,position15,0,0,0,80,0,33824.0,Man,False,Caucasian,2.0,2.0,28.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,position9,0,0,0,0,0,33000.0,Man,False,Caucasian,1.0,1.0,26.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,position7,0,0,0,45,0,33000.0,Woman,False,Caucasian,1.0,1.0,25.0,False,False,Master's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,position10,0,0,0,0,0,31990.0,Woman,False,Caucasian,1.0,1.0,27.0,False,False,Bachelor's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,position10,0,0,0,0,0,34500.0,Woman,False,Caucasian,1.0,1.0,28.0,False,False,No College Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,position10,0,0,0,0,0,37797.0,Woman,False,Caucasian,11.0,11.0,66.0,False,False,No College Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,position5,0,0,0,0,0,41215.0,Woman,False,Caucasian,2.0,2.0,36.0,False,False,Bachelor's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,position25,0,0,0,0,0,32240.0,Man,False,Caucasian,1.0,1.0,58.0,False,False,Bachelor's Degree,14,4,2,330,0,5441455.0,Tempe,AZ,85287,United States,one,73378.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,position1,4,1,0,325,30,109000.0,Woman,False,Caucasian,4.0,25.0,45.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,position3,12,0,0,140,0,72000.0,Woman,False,Caucasian,1.0,15.0,39.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,position3,7,0,0,160,0,69000.0,Man,False,Caucasian,2.0,10.0,36.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,position13,2,0,0,12,0,57000.0,Woman,False,Caucasian,4.0,6.0,57.0,False,False,Bachelor's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,position10,0,4,0,8,0,70000.0,Man,True,Caucasian,18.0,18.0,63.0,False,False,Bachelor's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,position11,4,0,0,20,0,48000.0,Man,False,Caucasian,1.0,6.0,30.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,position9,1,0,0,40,0,54000.0,Man,False,African American,24.0,24.0,54.0,False,False,Bachelor's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,position6,2,0,0,30,25,45000.0,Woman,False,Caucasian,3.0,15.0,42.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,position20,1,0,0,50,0,45000.0,Man,False,Caucasian,3.0,4.0,32.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,position11,0,0,0,15,0,34000.0,Man,False,Caucasian,3.0,3.0,33.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,position11,0,0,0,15,0,34000.0,Woman,False,Caucasian,1.0,1.0,24.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,position22,0,0,0,0,0,36000.0,Man,False,Caucasian,1.0,1.0,28.0,False,False,Bachelor's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,position24,0,0,0,0,0,42000.0,Woman,False,Caucasian,2.0,2.0,50.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,position9,0,0,0,40,0,33000.0,Man,False,Caucasian,1.0,1.0,26.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,position6,0,0,0,30,25,34000.0,Woman,False,Caucasian,1.0,1.0,26.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,position16,0,0,0,40,0,33000.0,Woman,False,Caucasian,1.0,1.0,25.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,position20,0,0,0,20,0,34000.0,Woman,False,Caucasian,2.0,2.0,28.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,position15,0,2,0,30,0,46000.0,Man,False,Hispanic,4.0,4.0,62.0,False,False,No College Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,position15,0,0,0,0,0,30000.0,Man,False,Caucasian,3.0,3.0,54.0,False,False,No College Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,position15,0,0,0,0,0,30000.0,Man,False,Caucasian,8.0,8.0,45.0,False,False,No College Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,position21,0,0,0,50,0,34000.0,Woman,False,Caucasian,2.0,2.0,28.0,False,False,Master's Degree,24,7,0,325,30,8700000.0,Tucson,AZ,85721,United States,one,40223.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
